systematic_id	colour
SPAC6B12.18	7
SPAC6B12.04c	7
SPAC6B12.05c	2
SPAC6B12.06c	7
SPAC6B12.07c	2
SPAC6B12.08	2
SPAC6B12.19	7
SPAC6B12.09	2
SPAC6B12.10c	2
SPAC6B12.11	2
SPAC6B12.12	7
SPAC6B12.13	7
SPAC6B12.14c	10
SPAC6B12.15	2
SPAC6B12.16	10
SPAC32A11.04c	7
SPAC32A11.01	10
SPAC32A11.02c	10
SPAC32A11.03c	2
SPAC19A8.15	7
SPAC19A8.14	7
SPAC19A8.13	2
SPAC19A8.12	2
SPAC19A8.11c	7
SPAC19A8.10	2
SPAC19A8.09	7
SPAC19A8.08	2
SPAC19A8.16	10
SPAC19A8.07c	7
SPAC19A8.06	10
SPAC19A8.05c	2
SPAC19A8.04	2
SPAC19A8.03	7
SPAC19A8.02	2
SPAC19A8.01c	7
SPAC23H3.02c	2
SPAC23H3.03c	2
SPAC23H3.04	10
SPAC23H3.05c	2
SPAC23H3.06	7
SPAC23H3.07c	7
SPAC23H3.08c	2
SPAC23H3.09c	7
SPAC23H3.10	2
SPAC23H3.11c	7
SPAC23H3.12c	7
SPAC23H3.13c	2
SPAC23H3.14	7
SPAC23H3.15c	7
SPAC25H1.02	7
SPAC25H1.03	2
SPAC25H1.04	2
SPAC25H1.05	7
SPAC25H1.06	2
SPAC25H1.10c	7
SPAC25H1.07	7
SPAC25H1.08c	7
SPAC25H1.09	7
SPAC4A8.02c	10
SPAC4A8.03c	2
SPAC4A8.04	2
SPAC4A8.05c	2
SPAC4A8.06c	10
SPAC4A8.07c	7
SPAC4A8.08c	2
SPAC4A8.09c	2
SPAC4A8.10	7
SPAC4A8.11c	2
SPAC4A8.12c	2
SPAC4A8.13c	2
SPAC4A8.14	7
SPAC4A8.15c	2
SPAC4A8.16c	2
SPAC823.17	7
SPAC823.03	2
SPAC823.04	7
SPAC823.05c	7
SPAC823.06	7
SPAC823.07	7
SPAC823.08c	7
SPAC823.09c	7
SPAC823.10c	7
SPAC823.11	7
SPAC823.12	7
SPAC823.13c	7
SPAC823.14	7
SPAC823.15	2
SPAC823.16c	2
SPAC7D4.14c	2
SPAC7D4.13c	12
SPAC7D4.12c	7
SPAC7D4.11c	7
SPAC7D4.10	7
SPAC7D4.09c	7
SPAC7D4.15c	7
SPAC7D4.08	8
SPAC7D4.07c	2
SPAC7D4.06c	2
SPAC7D4.05	10
SPAC7D4.04	2
SPAC7D4.03c	7
SPAC7D4.02c	2
SPAC4F8.15	2
SPAC4F8.14c	2
SPAC4F8.13c	2
SPAC4F8.12c	2
SPAC4F8.11	2
SPAC4F8.10c	2
SPAC4F8.08	8
SPAC4F8.07c	2
SPAC4F8.06	7
SPAC4F8.05c	7
SPAC4F8.04	7
SPAC4F8.03	7
SPAC4F8.02c	7
SPAC4F8.01	2
SPAC644.04	2
SPAC644.05c	7
SPAC644.06c	2
SPAC644.07	7
SPAC644.08	7
SPAC644.09	7
SPAC644.10	2
SPAC644.11c	7
SPAC644.12	2
SPAC644.13c	7
SPAC644.14c	2
SPAC644.15	2
SPAC644.16	2
SPAC644.17c	7
SPAC644.18c	7
SPAPB2B4.01c	7
SPAPB2B4.02	2
SPAPB2B4.03	2
SPAPB2B4.04c	2
SPAPB2B4.05	7
SPAPB2B4.06	7
SPAPB2B4.07	10
SPAC6F6.01	2
SPAC6F6.02c	2
SPAC6F6.03c	7
SPAC6F6.04c	7
SPAC6F6.05	7
SPAC6F6.06c	2
SPAC6F6.07c	2
SPAC6F6.08c	2
SPAC6F6.09	2
SPAC6F6.10c	2
SPAC6F6.11c	7
SPAC6F6.12	2
SPAC6F6.13c	10
SPAC6F6.19	10
SPAC6F6.15	2
SPAC6F6.16c	2
SPAC6F6.17	2
SPAC1805.01c	7
SPAC1805.02c	7
SPAC1805.03c	7
SPAC1805.04	2
SPAC1805.05	2
SPAC1805.06c	7
SPAC1805.07c	2
SPAC1805.08	2
SPAC1805.18	7
SPAC1805.09c	7
SPAC1805.10	12
SPAC1805.11c	7
SPAC1805.12c	2
SPAC1805.13	7
SPAC1805.14	12
SPAC1805.15c	2
SPAC1805.16c	7
SPAC1805.17	2
SPAC1B2.02c	7
SPAC1B2.03c	2
SPAC1B2.06	8
SPAC1B2.04	2
SPAC1B2.05	2
SPAC3F10.02c	2
SPAC3F10.03	2
SPAC3F10.04	2
SPAC3F10.05c	10
SPAC3F10.06c	7
SPAC3F10.07c	2
SPAC3F10.19	2
SPAC3F10.08c	7
SPAC3F10.09	7
SPAC3F10.10c	2
SPAC3F10.11c	2
SPAC3F10.12c	7
SPAC3F10.13	2
SPAC3F10.15c	10
SPAC3F10.16c	7
SPAC3F10.17	7
SPAC3F10.18c	7
SPAC8F11.02c	7
SPAC8F11.03	2
SPAC8F11.04	7
SPAC8F11.05c	12
SPAC8F11.06	2
SPAC8F11.07c	2
SPAC8F11.08c	10
SPAC8F11.09c	7
SPAC8F11.10c	2
SPACUNK4.17	10
SPACUNK4.19	8
SPACUNK4.16c	7
SPACUNK4.15	7
SPACUNK4.14	2
SPACUNK4.13c	10
SPACUNK4.12c	2
SPACUNK4.11c	2
SPACUNK4.10	7
SPACUNK4.20	6
SPACUNK4.09	10
SPACUNK4.08	7
SPACUNK4.07c	2
SPACUNK4.06c	2
SPAPYUK71.03c	2
SPAC513.01c	2
SPAC513.02	10
SPAC513.03	2
SPAC513.04	8
SPAC513.05	2
SPAC513.06c	7
SPAC513.07	7
SPAC2E1P3.01	10
SPAC2E1P3.02c	2
SPAC2E1P3.03c	4
SPAC2E1P3.04	2
SPAC2E1P3.05c	10
SPAPB2C8.01	7
SPAPB24D3.01	2
SPAPB24D3.02c	7
SPAPB24D3.03	7
SPAPB24D3.04c	2
SPAPB24D3.05c	13
SPAPB24D3.06c	10
SPAPB24D3.07c	8
SPAPB24D3.08c	10
SPAPB24D3.09c	2
SPAPB24D3.10c	2
SPAPB1A11.06	6
SPAPB1A11.01	2
SPAPB1A11.02	10
SPAPB1A11.03	10
SPAPB1A11.04c	2
SPAC31G5.01	2
SPAC31G5.02	7
SPAC31G5.03	7
SPAC31G5.04	2
SPAC31G5.05c	2
SPAC31G5.06	10
SPAC31G5.07	2
SPAC31G5.08	7
SPAC31G5.09c	2
SPAC31G5.10	7
SPAC31G5.11	2
SPAC31G5.12c	2
SPAC31G5.21	10
SPAC31G5.13	2
SPAC31G5.14	7
SPAC31G5.15	2
SPAC31G5.16c	2
SPAC31G5.17c	7
SPAC31G5.18c	2
SPAC31G5.19	2
SPAC1786.01c	2
SPAC1786.04	8
SPAC1786.02	7
SPAC1786.03	2
SPAC24C9.02c	7
SPAC24C9.03	7
SPAC24C9.16c	2
SPAC24C9.04	2
SPAC24C9.05c	10
SPAC24C9.06c	7
SPAC24C9.07c	2
SPAC24C9.08	7
SPAC24C9.09	7
SPAC24C9.10c	7
SPAC24C9.11	7
SPAC24C9.12c	7
SPAC24C9.13c	7
SPAC24C9.14	7
SPAC24C9.15c	2
SPAC16A10.01	7
SPAC16A10.02	2
SPAC16A10.03c	7
SPAC16A10.04	2
SPAC16A10.05c	2
SPAC16A10.06c	2
SPAC16A10.07c	2
SPAC16A10.08c	12
SPAC589.02c	2
SPAC589.03c	7
SPAC589.04	7
SPAC589.05c	2
SPAC589.06c	7
SPAC589.07c	2
SPAC589.08c	2
SPAC589.09	7
SPAC589.10c	7
SPAC589.11	2
SPAC589.12	7
SPAC688.02c	2
SPAC688.03c	10
SPAC688.04c	2
SPAC688.06c	2
SPAC688.07c	2
SPAC688.08	2
SPAC688.09	7
SPAC688.10	2
SPAC688.11	2
SPAC688.12c	12
SPAC688.13	10
SPAC688.14	2
SPAC688.16	10
SPAC3G9.16c	7
SPAC3G9.15c	7
SPAC3G9.14	2
SPAC3G9.13c	7
SPAC3G9.12	2
SPAC3G9.11c	7
SPAC3G9.17	7
SPAC3G9.10c	2
SPAC3G9.09c	2
SPAC3G9.08	2
SPAC3G9.07c	2
SPAC3G9.06	7
SPAC3G9.05	7
SPAC3G9.04	2
SPAC3G9.03	2
SPAC3G9.02	7
SPAC3G9.01	2
SPAC1486.01	2
SPAC1486.02c	2
SPAC1486.03c	2
SPAC1486.04c	2
SPAC1486.05	2
SPAC1486.11	7
SPAC1486.06	7
SPAC1486.07c	7
SPAC1486.08	7
SPAC1486.09	7
SPAC1486.10	2
SPAC6G10.02c	2
SPAC6G10.03c	7
SPAC6G10.04c	2
SPAC6G10.05c	2
SPAC6G10.06	7
SPAC6G10.07	2
SPAC6G10.08	7
SPAC6G10.09	2
SPAC6G10.10c	10
SPAC6G10.11c	7
SPAC6G10.12c	2
SPAC6G9.01c	10
SPAC6G9.02c	7
SPAC6G9.03c	7
SPAC6G9.04	2
SPAC6G9.05	7
SPAC6G9.06c	2
SPAC6G9.07c	2
SPAC6G9.08	2
SPAC6G9.09c	7
SPAC6G9.10c	2
SPAC6G9.11	2
SPAC6G9.12	2
SPAC6G9.13c	2
SPAC6G9.14	7
SPAC6G9.15c	2
SPAC6G9.16c	2
SPAC652.01	10
SPAPB1E7.01c	10
SPAPB1E7.02c	2
SPAPB1E7.03	7
SPAPB1E7.04c	7
SPAPB1E7.05	2
SPAPB1E7.06c	2
SPAPB1E7.07	2
SPAPB1E7.08c	7
SPAPB1E7.09	2
SPAPB1E7.10	2
SPAPB1E7.11c	2
SPAPB1E7.12	2
SPAPB1E7.14	2
SPAC2E1P5.01c	2
SPAC2E1P5.02c	10
SPAC2E1P5.03	7
SPAC2E1P5.04c	2
SPAC2E1P5.05	7
SPAC26A3.01	2
SPAC26A3.02	2
SPAC26A3.03c	7
SPAC26A3.04	7
SPAC26A3.05	7
SPAC26A3.06	7
SPAC26A3.07c	7
SPAC26A3.08	2
SPAC26A3.09c	2
SPAC26A3.10	7
SPAC26A3.11	7
SPAC26A3.12c	2
SPAC26A3.13c	4
SPAC26A3.14c	2
SPAC26A3.15c	2
SPAC26A3.16	2
SPAC26A3.17c	7
SPAC8E11.10	7
SPAC8E11.12	8
SPAC8E11.08c	6
SPAC8E11.07c	2
SPAC8E11.06	8
SPAC8E11.05c	10
SPAC8E11.04c	7
SPAC8E11.03c	2
SPAC8E11.02c	2
SPAC8E11.01c	7
SPAC959.02	7
SPAC959.03c	7
SPAC959.11	12
SPAC959.10	7
SPAC959.04c	7
SPAC959.05c	7
SPAC959.06c	10
SPAC959.07	7
SPAC959.08	7
SPAC959.09c	2
SPAP32A8.02	7
SPAP32A8.03c	7
SPAC3H5.12c	7
SPAC3H5.13	7
SPAC3H5.11	7
SPAC3H5.10	7
SPAC3H5.09c	7
SPAC3H5.08c	7
SPAC3H5.07	2
SPAC3H5.06c	2
SPAC3H5.05c	7
SPAC3H5.04	7
SPAC3A11.14c	2
SPAC3A11.13	2
SPAC3A11.12c	2
SPAC3A11.11c	10
SPAC3A11.10c	10
SPAC3A11.09	2
SPAC3A11.08	2
SPAC3A11.07	7
SPAC3A11.06	7
SPAC3A11.05c	2
SPAC3A11.04	7
SPAC3A11.03	7
SPAC3A11.02	10
SPAC328.01c	2
SPAC328.02	2
SPAC328.03	2
SPAC328.04	7
SPAC328.05	7
SPAC328.06	2
SPAC328.07c	7
SPAC328.08c	2
SPAC328.09	7
SPAC328.10c	7
SPAC16E8.01	7
SPAC16E8.02	7
SPAC16E8.03	7
SPAC16E8.04c	7
SPAC16E8.05c	12
SPAC16E8.06c	7
SPAC16E8.07c	7
SPAC16E8.08	2
SPAC16E8.09	2
SPAC16E8.10c	7
SPAC16E8.11c	2
SPAC16E8.18	8
SPAC16E8.12c	2
SPAC16E8.13	7
SPAC16E8.14c	7
SPAC16E8.15	2
SPAC16E8.16	2
SPAC16E8.17c	7
SPAC16E8.18c	12
SPAC1B1.01	2
SPAC1B1.02c	7
SPAC1B1.03c	2
SPAC1B1.04c	7
SPAC17A2.01	2
SPAC17A2.02c	7
SPAC17A2.03c	7
SPAC17A2.04c	7
SPAC17A2.05	7
SPAC17A2.06c	7
SPAC17A2.07c	12
SPAC17A2.08c	2
SPAC17A2.09c	2
SPAC17A2.10c	6
SPAC17A2.11	8
SPAC17A2.12	2
SPAC17A2.13c	2
SPAC17A2.14	2
SPAC17G6.02c	2
SPAC17G6.03	7
SPAC17G6.04c	2
SPAC17G6.05c	7
SPAC17G6.06	7
SPAC17G6.07c	7
SPAC17G6.08	7
SPAC17G6.09	7
SPAC17G6.10	2
SPAC17G6.11c	7
SPAC17G6.12	2
SPAC17G6.13	12
SPAC17G6.14c	2
SPAC17G6.15c	7
SPAC17G6.16c	2
SPAC17G6.17	2
SPAC1142.01	2
SPAC1142.02c	7
SPAC1142.03c	2
SPAC1142.04	7
SPAC1142.05	2
SPAC1142.06	2
SPAC1142.07c	2
SPAC1142.08	2
SPAC1142.09	6
SPAC8C9.03	2
SPAC8C9.04	12
SPAC8C9.05	7
SPAC8C9.06c	2
SPAC8C9.07	7
SPAC8C9.08	7
SPAC8C9.09c	12
SPAC8C9.10c	7
SPAC8C9.11	2
SPAC8C9.19	2
SPAC8C9.12c	7
SPAC8C9.14	2
SPAC8C9.15c	2
SPAC8C9.16c	7
SPAC8C9.17c	2
SPAC15A10.01	2
SPAC15A10.02	2
SPAC15A10.03c	2
SPAC15A10.04c	7
SPAC15A10.05c	7
SPAC15A10.17	7
SPAC15A10.06	7
SPAC15A10.07	12
SPAC15A10.08	2
SPAC15A10.09c	7
SPAC15A10.10	10
SPAC15A10.11	2
SPAC15A10.12c	7
SPAC15A10.13	2
SPAC15A10.15	2
SPAC15A10.16	2
SPAC15E1.02c	10
SPAC15E1.03	2
SPAC15E1.04	2
SPAC15E1.05c	7
SPAC15E1.06	2
SPAC15E1.07c	2
SPAC15E1.08	2
SPAC15E1.09	2
SPAC15E1.10	7
SPAP7G5.02c	7
SPAP7G5.03	2
SPAP7G5.04c	2
SPAP7G5.05	2
SPAP7G5.06	2
SPAP4C9.02	7
SPAC1556.01c	2
SPAC1556.02c	7
SPAC1556.03	7
SPAC1556.04c	7
SPAC1556.05c	7
SPAC1556.06	12
SPAC1556.07	2
SPAC1556.08c	2
SPAC1F12.02c	2
SPAC1F12.04c	7
SPAC1F12.05	7
SPAC1F12.06c	7
SPAC1F12.07	7
SPAC1F12.08	7
SPAC1F12.09	7
SPAC1F12.10c	7
SPAC4H3.17	6
SPAC4H3.01	7
SPAC4H3.02c	2
SPAC4H3.03c	7
SPAC4H3.04c	10
SPAC4H3.05	2
SPAC4H3.16	12
SPAC4H3.06	10
SPAC4H3.07c	7
SPAC4H3.08	7
SPAC4H3.09	7
SPAC4H3.10c	2
SPAC4H3.11c	2
SPAC4H3.13	7
SPAC4H3.14c	2
SPAC1071.01c	2
SPAC1071.02	2
SPAC1071.03c	7
SPAC1071.04c	7
SPAC1071.05	7
SPAC1071.06	2
SPAC1071.07c	7
SPAC1071.08	2
SPAC1071.09c	10
SPAC1071.10c	2
SPAC1071.13	6
SPAC1071.11	2
SPAC1071.12c	2
SPAC926.02	10
SPAC926.10	12
SPAC926.03	2
SPAC926.04c	2
SPAC926.05c	7
SPAC926.06c	10
SPAC926.07c	7
SPAC926.08c	2
SPAC926.09c	2
SPAC323.01c	7
SPAC323.02c	2
SPAC323.03c	7
SPAC323.04	10
SPAC323.05c	7
SPAC323.06c	7
SPAC323.07c	7
SPAC323.08	2
SPAC2F3.01	2
SPAC2F3.17c	2
SPAC2F3.02	7
SPAC2F3.03c	2
SPAC2F3.04c	2
SPAC2F3.05c	7
SPAC2F3.06c	2
SPAC2F3.07c	6
SPAC2F3.08	2
SPAC2F3.09	2
SPAC2F3.18c	10
SPAC2F3.10	7
SPAC2F3.11	7
SPAC2F3.12c	7
SPAC2F3.13c	2
SPAC2F3.14c	2
SPAC2F3.15	2
SPAC2F3.16	7
SPAC11G7.01	2
SPAC11G7.02	2
SPAC11G7.03	2
SPAC11G7.04	7
SPAC11G7.05c	7
SPAC11G7.06c	12
SPAPB18E9.01	7
SPAPB18E9.02c	2
SPAPB18E9.04c	8
SPAPB18E9.05c	6
SPAPB15E9.01c	2
SPAPB15E9.02c	6
SPAPB15E9.06	6
SPAPB15E9.03c	4
SPAC27E2.01	7
SPAC27E2.02	2
SPAC27E2.03c	10
SPAC27E2.11c	12
SPAC27E2.04c	6
SPAC27E2.12	8
SPAC27E2.14	8
SPAC27E2.05	2
SPAC27E2.06c	7
SPAC27E2.07	2
SPAC27E2.08	4
SPAC27E2.09	2
SPAC27E2.10c	2
SPAPJ698.02c	2
SPAPJ698.03c	2
SPAC19G12.01c	2
SPAC19G12.02c	2
SPAC19G12.03	2
SPAC19G12.04	7
SPAC19G12.05	7
SPAC19G12.06c	2
SPAC19G12.07c	7
SPAC19G12.08	2
SPAC19G12.09	10
SPAC19G12.10c	2
SPAC19G12.17	2
SPAC19G12.11	2
SPAC19G12.12	2
SPAC19G12.13c	2
SPAC19G12.14	2
SPAC19G12.15c	2
SPAC19G12.16c	10
SPAC23A1.02c	7
SPAC23A1.03	2
SPAC23A1.04c	2
SPAC23A1.05	7
SPAC23A1.06c	2
SPAC23A1.07	7
SPAC23A1.08c	2
SPAC23A1.09	2
SPAC23A1.10	2
SPAC23A1.11	7
SPAC23A1.12c	7
SPAC23A1.20	12
SPAC23A1.14c	7
SPAC23A1.15c	7
SPAC23A1.16c	7
SPAC23A1.17	2
SPAC23A1.18c	2
SPAC23A1.19c	2
SPAC26H5.02c	7
SPAC26H5.03	2
SPAC26H5.04	7
SPAC26H5.05	2
SPAC26H5.06	2
SPAC26H5.07c	7
SPAC26H5.08c	7
SPAC26H5.09c	7
SPAC26H5.10c	7
SPAC26H5.11	7
SPAC26H5.12	2
SPAC26H5.13c	7
SPAC25B8.01	2
SPAC25B8.02	2
SPAC25B8.03	2
SPAC25B8.04c	2
SPAC25B8.05	7
SPAC25B8.06c	7
SPAC25B8.20	12
SPAC25B8.07c	7
SPAC25B8.08	10
SPAC25B8.09	7
SPAC25B8.10	7
SPAC25B8.11	7
SPAC25B8.12c	10
SPAC25B8.13c	2
SPAC25B8.14	2
SPAC25B8.15c	7
SPAC25B8.16	2
SPAC25B8.17	7
SPAC25B8.18	10
SPAC25B8.19c	2
SPAC683.03	8
SPAC683.02c	10
SPAC694.02	10
SPAC694.03	7
SPAC694.04c	10
SPAC694.05c	7
SPAC694.06c	2
SPAC1F7.01c	2
SPAC1F7.02c	7
SPAC1F7.03	2
SPAC1F7.14c	10
SPAC1F7.04	2
SPAC1F7.05	2
SPAC1F7.06	10
SPAC1F7.07c	2
SPAC1F7.08	2
SPAC1F7.09c	2
SPAC1F7.10	10
SPAC1F7.11c	7
SPAC1F7.12	10
SPAC1F7.13c	7
SPAC21E11.03c	2
SPAC21E11.04	2
SPAC21E11.05c	2
SPAC21E11.06	2
SPAC21E11.07	7
SPAC21E11.08	7
SPAC2C4.03c	2
SPAC2C4.04c	10
SPAC2C4.05	7
SPAC2C4.06c	7
SPAC2C4.07c	2
SPAC2C4.08	10
SPAC2C4.09	7
SPAC2C4.10c	2
SPAC2C4.11c	7
SPAC2C4.12c	7
SPAC2C4.13	7
SPAC2C4.14c	2
SPAC2C4.15c	2
SPAC2C4.16c	7
SPAC2C4.17c	2
SPAC25G10.01	7
SPAC25G10.02	2
SPAC25G10.03	2
SPAC25G10.04c	2
SPAC25G10.05c	2
SPAC25G10.06	7
SPAC25G10.07c	2
SPAC25G10.08	2
SPAC25G10.09c	7
SPAC27F1.02c	2
SPAC27F1.03c	2
SPAC27F1.04c	2
SPAC27F1.05c	10
SPAC27F1.10	8
SPAC27F1.06c	2
SPAC27F1.07	7
SPAC27F1.08	2
SPAC27F1.09c	2
SPAC23D3.01	7
SPAC23D3.02	2
SPAC23D3.03c	7
SPAC23D3.04c	2
SPAC23D3.05c	13
SPAC23D3.06c	2
SPAC23D3.07	2
SPAC23D3.08	2
SPAC23D3.09	2
SPAC23D3.10c	2
SPAC23D3.11	7
SPAC23D3.12	2
SPAC23D3.16	2
SPAC23D3.17	10
SPAC23D3.13c	7
SPAC23D3.14c	7
SPAC1527.01	2
SPAC1527.02	7
SPAC1527.03	7
SPAC30.01c	2
SPAC30.02c	7
SPAC30.03c	7
SPAC30.04c	2
SPAC29E6.01	2
SPAC29E6.02	2
SPAC29E6.03c	7
SPAC29E6.04	2
SPAC29E6.05c	2
SPAC29E6.06c	7
SPAC29E6.07	8
SPAC29E6.08	2
SPAC29E6.09	12
SPAC29E6.10c	7
SPAC16.01	2
SPAC16.02c	2
SPAC16.03c	2
SPAC16.04	2
SPAC16.05c	7
SPAC9E9.01	6
SPAC9E9.02	6
SPAC9E9.17c	6
SPAC9E9.03	2
SPAC9E9.04	7
SPAC9E9.05	2
SPAC9E9.06c	7
SPAC9E9.07c	2
SPAC9E9.08	2
SPAC9E9.09c	2
SPAC9E9.10c	2
SPAC9E9.11	2
SPAC9E9.12c	2
SPAC9E9.13	2
SPAC9E9.14	2
SPAC9E9.15	7
SPAC17C9.16c	2
SPAC17C9.15c	12
SPAC17C9.14	7
SPAC17C9.13c	2
SPAC17C9.12	2
SPAC17C9.11c	7
SPAC17C9.10	2
SPAC17C9.09c	7
SPAC17C9.08	2
SPAC17C9.07	7
SPAC17C9.06	7
SPAC17C9.05c	2
SPAC17C9.03	2
SPAC17C9.02c	2
SPAC17C9.01c	2
SPAC1851.02	7
SPAC1851.03	2
SPAC1851.04c	2
SPAC27D7.02c	7
SPAC27D7.03c	2
SPAC27D7.04	2
SPAC27D7.05c	2
SPAC27D7.06	7
SPAC27D7.07c	2
SPAC27D7.08c	2
SPAC27D7.09c	10
SPAC27D7.11c	10
SPAC27D7.12c	2
SPAC27D7.13c	2
SPAC27D7.14c	2
SPAC637.03	10
SPAC637.04	2
SPAC637.05c	2
SPAC637.06	2
SPAC637.07	2
SPAC637.08	7
SPAC637.09	7
SPAC637.10c	2
SPAC637.11	2
SPAC637.12c	2
SPAC637.13c	7
SPAC31F12.01	2
SPAC12B10.01c	7
SPAC12B10.02c	2
SPAC12B10.03	2
SPAC12B10.04	7
SPAC12B10.05	7
SPAC12B10.06c	7
SPAC12B10.07	2
SPAC12B10.08c	7
SPAC12B10.09	7
SPAC12B10.10	2
SPAC12B10.11	2
SPAC12B10.12c	2
SPAC12B10.13	7
SPAC12B10.14c	10
SPAC12B10.15c	7
SPAC12B10.16c	7
SPAC1093.07	6
SPAC1093.01	2
SPAC1093.02	7
SPAC1093.03	7
SPAC1093.04c	2
SPAC1093.05	7
SPAC1093.06c	2
SPAC30C2.02	2
SPAC30C2.03	12
SPAC30C2.04	2
SPAC30C2.05	7
SPAC30C2.06c	7
SPAC30C2.07	2
SPAC30C2.08	10
SPAC1635.01	7
SPAC144.01	12
SPAC144.19	12
SPAC144.02	2
SPAC144.03	2
SPAC144.04c	7
SPAC144.05	7
SPAC144.06	7
SPAC144.07c	7
SPAC144.08	2
SPAC144.09c	2
SPAC144.10c	2
SPAC144.11	7
SPAC144.12	2
SPAC144.13c	2
SPAC144.14	2
SPAC144.15c	7
SPAC144.16	7
SPAC144.17c	7
SPAC144.18	2
SPAC1834.01	2
SPAC1834.02	7
SPAC1834.03c	2
SPAC1834.04	2
SPAC1834.05	7
SPAC1834.06c	2
SPAC1834.07	2
SPAC1834.08	2
SPAC1834.09	10
SPAC1834.10c	7
SPAC1834.11c	7
SPAC1834.13	6
SPAC17D4.01	7
SPAC17D4.02	2
SPAC17D4.03c	2
SPAC17D4.04	2
SPAC458.02c	7
SPAC458.03	2
SPAC458.04c	2
SPAC458.05	2
SPAC458.06	2
SPAC458.07	2
SPAPYUG7.02c	2
SPAPYUG7.03c	2
SPAPYUG7.04c	2
SPAPYUG7.05	7
SPAPYUG7.06	2
SPAC1782.01	2
SPAC1782.02c	10
SPAC1782.03	2
SPAC1782.04	7
SPAC1782.05	2
SPAC1782.06c	2
SPAC1782.07	2
SPAC1782.08c	7
SPAC1782.09c	2
SPAC1782.10c	2
SPAC1782.11	2
SPAC1782.12c	10
SPAC11H11.01	2
SPAC11H11.02c	12
SPAC11H11.03c	7
SPAC11H11.04	2
SPAC11H11.05c	2
SPAC11H11.06	2
SPAC22F8.02c	2
SPAC22F8.03c	8
SPAC22F8.04	2
SPAC22F8.05	7
SPAC22F8.06	2
SPAC22F8.07c	2
SPAC22F8.08	2
SPAC22F8.09	7
SPAC22F8.10c	2
SPAC22F8.11	2
SPAC22F8.12c	2
SPAC20G4.01	7
SPAC20G4.02c	2
SPAC20G4.03c	2
SPAC20G4.04c	2
SPAC20G4.05c	7
SPAC20G4.06c	2
SPAC20G4.09	8
SPAC20G4.07c	2
SPAC20G4.08	2
SPAC4F10.02	2
SPAC4F10.03c	2
SPAC4F10.04	2
SPAC4F10.05c	7
SPAC4F10.06	7
SPAC4F10.07c	2
SPAC4F10.08	8
SPAC4F10.09c	7
SPAC4F10.10c	2
