systematic_id	colour
SPAC4F10.11	2
SPAC4F10.12	2
SPAC4F10.13c	2
SPAC4F10.14c	2
SPAC4F10.15c	2
SPAC4F10.16c	7
SPAC4F10.17	10
SPAC4F10.18	2
SPAC4F10.19c	7
SPAC4F10.20	2
SPAC19B12.01	10
SPAC4F10.22	10
SPAC19B12.02c	2
SPAC19B12.03	2
SPAC19B12.04	7
SPAC19B12.05c	2
SPAC19B12.06c	10
SPAC19B12.07c	10
SPAC19B12.08	2
SPAC19B12.09	2
SPAC19B12.10	2
SPAC19B12.11c	7
SPAC19B12.12c	2
SPAC19B12.13	7
SPAPB8E5.02c	2
SPAPB8E5.03	2
SPAPB8E5.04c	7
SPAPB8E5.05	2
SPAPB8E5.06c	2
SPAPB8E5.07c	7
SPAPB8E5.08	8
SPAPB8E5.09	2
SPAPB8E5.10	10
SPAC1B3.01c	7
SPAC1B3.02c	7
SPAC1B3.03c	2
SPAC1B3.04c	7
SPAC1B3.05	2
SPAC1B3.06c	10
SPAC1B3.07c	2
SPAC1B3.21	7
SPAC1B3.08	10
SPAC1B3.09c	7
SPAC1B3.10c	7
SPAC1B3.20	12
SPAC1B3.11c	2
SPAC1B3.12c	2
SPAC1B3.13	7
SPAC1B3.14	2
SPAC1B3.15c	7
SPAC1B3.16c	2
SPAC1B3.17	2
SPAC1B3.18c	7
SPAC1952.01	7
SPAC1952.02	7
SPAC1952.03	7
SPAC1952.04c	10
SPAC1952.05	2
SPAC1952.06c	7
SPAC1952.07	2
SPAC1952.08c	10
SPAC1952.09c	7
SPAC1952.10c	10
SPAC1952.11c	2
SPAC1952.12c	7
SPAC1952.13	2
SPAC1952.14c	7
SPAC1952.15c	2
SPAC1952.16	7
SPAC1952.17c	7
SPAC890.02c	2
SPAC890.03	2
SPAC890.04c	7
SPAC890.05	7
SPAC890.06	2
SPAC890.07c	2
SPAC890.08	7
SPAC22E12.01	2
SPAC22E12.02	7
SPAC22E12.03c	2
SPAC22E12.04	2
SPAC22E12.05c	7
SPAC22E12.06c	2
SPAC22E12.07	2
SPAC22E12.08	2
SPAC22E12.09c	2
SPAC22E12.10c	2
SPAC22E12.11c	7
SPAC22E12.13c	7
SPAC22E12.14c	2
SPAC22E12.16c	2
SPAC22E12.17c	7
SPAC22E12.18	10
SPAC22E12.19	2
SPAC2E12.02	2
SPAC2E12.03c	7
SPAC2E12.05	7
SPAC1006.01	2
SPAC1006.02	2
SPAC1006.03c	2
SPAC1006.04c	12
SPAC1006.05c	2
SPAC1006.06	2
SPAC1006.07	2
SPAC1006.08	2
SPAC1006.09	2
SPAC1250.05	7
SPAC1250.04c	2
SPAC1250.07	2
SPAC1250.03	7
SPAC1250.02	12
SPAC1250.01	2
SPAC29A4.20	2
SPAC29A4.19c	2
SPAC29A4.18	2
SPAC29A4.17c	7
SPAC29A4.16	2
SPAC29A4.15	7
SPAC29A4.14c	7
SPAC29A4.13	2
SPAC29A4.22	6
SPAC29A4.12c	12
SPAC29A4.11	2
SPAC29A4.10	2
SPAC29A4.09	7
SPAC29A4.08c	2
SPAC29A4.07	2
SPAC29A4.06c	7
SPAC29A4.05	2
SPAC29A4.23	12
SPAC29A4.04c	7
SPAC29A4.03c	7
SPAC29A4.02c	2
SPAC26F1.14c	10
SPAC26F1.13c	7
SPAC26F1.12c	7
SPAC26F1.11	6
SPAC26F1.10c	2
SPAC26F1.09	7
SPAC26F1.08c	7
SPAC26F1.07	7
SPAC26F1.06	2
SPAC26F1.05	8
SPAC26F1.04c	7
SPAC26F1.03	7
SPAC26F1.02	7
SPAC26F1.01	7
SPAPJ691.02	7
SPAPJ691.03	7
SPAC13D1.01c	4
SPAC19D5.09c	4
SPAC19D5.01	2
SPAC19D5.02c	7
SPAC19D5.03	2
SPAC19D5.04	2
SPAC19D5.05c	7
SPAC19D5.11c	2
SPAC19D5.06c	2
SPAC19D5.10c	6
SPAC19D5.07	2
SPAC14C4.01c	2
SPAC14C4.02c	2
SPAC14C4.16	2
SPAC14C4.03	2
SPAC14C4.04	10
SPAC14C4.05c	2
SPAC14C4.06c	2
SPAC14C4.07	7
SPAC14C4.08	2
SPAC14C4.09	2
SPAC14C4.10c	10
SPAC14C4.11	7
SPAC14C4.12c	2
SPAC14C4.13	2
SPAC14C4.14	2
SPAC14C4.15c	7
SPAPJ760.02c	2
SPAPJ760.03c	12
SPAC2H10.04	6
SPAC2H10.01	7
SPAC2H10.02c	7
SPAC11E3.01c	2
SPAC11E3.02c	2
SPAC11E3.03	2
SPAC11E3.04c	2
SPAC11E3.05	2
SPAC11E3.06	2
SPAC11E3.07	7
SPAC11E3.08c	2
SPAC11E3.09	2
SPAC11E3.10	10
SPAC11E3.11c	2
SPAC11E3.12	7
SPAC11E3.13c	2
SPAC11E3.14	7
SPAC11E3.15	7
SPAP8A3.02c	2
SPAP8A3.03	7
SPAP8A3.04c	2
SPAP8A3.05	2
SPAP8A3.06	2
SPAP8A3.07c	7
SPAP8A3.08	2
SPAP8A3.09c	2
SPAP8A3.10	7
SPAP8A3.11c	7
SPAP8A3.12c	2
SPAP8A3.13c	7
SPAP8A3.14c	2
SPAC4D7.01c	7
SPAC4D7.02c	7
SPAC4D7.15	2
SPAC4D7.03	2
SPAC4D7.04c	2
SPAC4D7.05	2
SPAC4D7.06c	7
SPAC4D7.07c	2
SPAC4D7.08c	2
SPAC4D7.09	2
SPAC4D7.10c	2
SPAC4D7.11	2
SPAC4D7.14	10
SPAC4D7.12c	7
SPAC4D7.13	2
SPAC3G6.01	2
SPAC3G6.02	2
SPAC3G6.03c	2
SPAC3G6.04	2
SPAC3G6.05	7
SPAC3G6.06c	2
SPAC3G6.07	12
SPAC3G6.08	7
SPAC3G6.09c	7
SPAC3G6.10c	7
SPAC3G6.11	2
SPAC3G6.13c	2
SPAC29B12.01	2
SPAC29B12.02c	2
SPAC29B12.03	2
SPAC29B12.04	2
SPAC29B12.05c	7
SPAC29B12.06c	2
SPAC29B12.07	7
SPAC29B12.08	2
SPAC29B12.10c	2
SPAC29B12.11c	7
SPAC29B12.12	7
SPAC29B12.13	7
SPAC29B12.14c	7
SPAC1039.01	7
SPAC1039.02	7
SPAC1039.03	10
SPAC1039.04	7
SPAC1039.05c	2
SPAC1039.06	7
SPAC1039.07c	10
SPAC1039.08	7
SPAC1039.09	2
SPAC1039.10	7
SPAC1039.11c	7
SPAC922.03	7
SPAC922.04	12
SPAC922.09	6
SPAC922.05c	7
SPAC922.06	7
SPAC922.07c	2
SPAC869.11	2
SPAC869.10c	7
SPAC869.09	10
SPAC869.08	7
SPAC869.07c	2
SPAC869.06c	10
SPAC869.05c	7
SPAC869.04	10
SPAC869.03c	7
SPAC869.02c	2
SPAC869.01	10
SPAC186.01	2
SPAC186.02c	10
SPAC186.03	7
SPAC186.04c	7
SPAC186.05c	7
SPAC186.06	10
SPAC186.07c	10
SPAC186.08c	7
SPAC186.09	7
SPAC750.01	10
SPAC750.02c	7
SPAC750.03c	10
SPAC750.04c	10
SPAC750.05c	10
SPAC750.06c	8
SPAC750.07c	8
SPAC750.08c	7
SPMIT.01	2
SPMIT.02	2
SPMIT.03	2
SPMIT.04	2
SPMIT.05	2
SPMIT.06	2
SPMIT.07	7
SPMIT.08	7
SPMIT.09	7
SPMIT.10	2
SPMIT.11	2
SPCP20C8.01c	10
SPCP20C8.02c	8
SPCP20C8.03	13
SPCP20C8.04	10
SPCC1884.01	8
SPCC1884.02	2
SPCC757.02c	10
SPCC757.03c	2
SPCC757.04	7
SPCC757.05c	7
SPCC757.06	8
SPCC757.07c	2
SPCC757.15	7
SPCC757.08	2
SPCC757.09c	2
SPCC757.10	7
SPCC757.11c	7
SPCC757.12	7
SPCC757.13	7
SPCC613.01	7
SPCC613.02	7
SPCC613.03	10
SPCC613.04c	2
SPCC613.05c	2
SPCC613.06	2
SPCC613.07	7
SPCC613.08	7
SPCC613.09	7
SPCC613.10	7
SPCC613.11c	10
SPCC613.12c	2
SPCC330.01c	2
SPCC330.02	2
SPCC330.19c	8
SPCC330.03c	7
SPCC330.04c	10
SPCC330.20	7
SPCC330.05c	2
SPCC330.21	8
SPCC330.06c	2
SPCC330.07c	7
SPCC330.08	2
SPCC330.09	7
SPCC330.10	2
SPCC330.11	2
SPCC330.12c	7
SPCC330.13	7
SPCC330.14c	7
SPCC320.14	2
SPCC320.13c	2
SPCC320.12	7
SPCC320.11c	7
SPCC320.10	7
SPCC320.09	7
SPCC320.08	7
SPCC320.07c	7
SPCC320.06	10
SPCC320.05	7
SPCC320.04c	7
SPCC320.03	7
SPCC1235.01	12
SPCC1235.02	2
SPCC1235.03	7
SPCC1235.04c	7
SPCC1235.05c	7
SPCC1235.16	7
SPCC1235.06	2
SPCC1235.07	2
SPCC1235.08c	7
SPCC1235.09	2
SPCC1235.10c	2
SPCC1235.11	7
SPCC1235.12c	12
SPCC1235.13	2
SPCC1235.17	6
SPCC1235.18	6
SPCC1235.14	2
SPCC1235.15	2
SPCC548.02c	13
SPCC548.03c.1	2
SPCC548.04	7
SPCC548.05c	7
SPCC548.06c	2
SPCC548.07c	2
SPCC1529.01	7
SPCC794.01c	2
SPCC794.02	7
SPCC794.03	7
SPCC794.04c	7
SPCC794.16	8
SPCC794.06	7
SPCC794.07	7
SPCC794.08	2
SPCC794.09c	2
SPCC794.10	2
SPCC794.11c	2
SPCC794.12c	2
SPCC794.15	12
SPCC553.12c	7
SPCC553.11c	7
SPCC553.10	10
SPCC553.09c	2
SPCC553.08c	7
SPCC553.07c	2
SPCC553.06	7
SPCC553.05c	13
SPCC553.04	10
SPCC553.03	7
SPCC553.02	7
SPCC553.01c	2
SPCC736.02	12
SPCC736.03c	7
SPCC736.04c	2
SPCC736.05	7
SPCC736.06	7
SPCC736.07c	7
SPCC736.08	2
SPCC736.09c	7
SPCC736.10c	7
SPCC736.11	2
SPCC736.12c	2
SPCC736.13	10
SPCC736.14	2
SPCC736.15	2
SPCC594.01	10
SPCC594.02c	10
SPCC594.03	8
SPCC594.04c	7
SPCC594.05c	2
SPCC594.06c	2
SPCC594.07c	2
SPCC1682.01	7
SPCC1682.02c	2
SPCC1682.03c	7
SPCC1682.04	2
SPCC1682.05c	7
SPCC1682.06	12
SPCC1682.07	2
SPCC1682.08c	7
SPCC1682.09c	7
SPCC1682.10	2
SPCC1682.11c	2
SPCC1682.12c	2
SPCC1682.13	2
SPCC1682.14	2
SPCC1682.15	10
SPCC1682.16	2
SPCC306.02c	7
SPCC306.03c	2
SPCC306.04c	2
SPCC306.05c	2
SPCC306.06c	7
SPCC306.07c	7
SPCC306.08c	7
SPCC306.09c	2
SPCC306.10	13
SPCC306.11	12
SPCC4G3.19	2
SPCC4G3.18	2
SPCC4G3.17	7
SPCC4G3.16	7
SPCC4G3.15c	2
SPCC4G3.14	7
SPCC4G3.13c	7
SPCC4G3.20	8
SPCC4G3.12c	10
SPCC4G3.11	2
SPCC4G3.10c	2
SPCC4G3.09c	7
SPCC4G3.08	2
SPCC4G3.07c	2
SPCC4G3.06c	7
SPCC4G3.05c	2
SPCC4G3.04c	2
SPCC4G3.03	10
SPCC4G3.02	2
SPCC364.07	7
SPCC364.06	2
SPCC364.05	7
SPCC364.04c	7
SPCC364.03	7
SPCC364.02c	7
SPCC364.01	2
SPCC970.11c	7
SPCC970.10c	2
SPCC970.09	2
SPCC970.08	7
SPCC970.07c	2
SPCC970.06	7
SPCC970.05	2
SPCC970.04c	2
SPCC970.03	7
SPCC970.02	7
SPCC970.12	2
SPCC970.01	2
SPCC10H11.01	2
SPCC10H11.02	2
SPCP31B10.02	10
SPCP31B10.03c	2
SPCP31B10.04	7
SPCP31B10.05	2
SPCP31B10.06	7
SPCP31B10.07	2
SPCP31B10.08c	2
SPCC962.01	7
SPCC962.02c	2
SPCC962.03c	2
SPCC962.04	7
SPCC962.05	7
SPCC962.06c	2
SPCC1672.01	7
SPCC1672.02c	2
SPCC1672.03c	7
SPCC1672.04c	7
SPCC1672.05c	7
SPCC1672.06c	2
SPCC1672.07	7
SPCC1672.08c	2
SPCC1672.09	7
SPCC1672.10	2
SPCC1672.11c	7
SPCC1672.12c	7
SPCC1183.01	2
SPCC1183.02	7
SPCC1183.03c	2
SPCC1183.04c	2
SPCC1183.05c	2
SPCC1183.06	2
SPCC1183.12	2
SPCC1183.07	7
SPCC1183.08c	2
SPCC1183.09c	2
SPCC1183.10	2
SPCC1183.11	2
SPCC31H12.02c	10
SPCC31H12.03c	7
SPCC31H12.04c	2
SPCC31H12.05c	2
SPCC31H12.06	7
SPCC31H12.07	7
SPCC31H12.08c	2
SPCC5E4.03c	2
SPCC5E4.04	2
SPCC5E4.05c	7
SPCC5E4.10c	10
SPCC5E4.06	2
SPCC5E4.07	2
SPCC16C4.19	2
SPCC16C4.01	7
SPCC16C4.20c	2
SPCC16C4.02c	10
SPCC16C4.03	2
SPCC16C4.04	12
SPCC16C4.05	2
SPCC16C4.06c	7
SPCC16C4.21	6
SPCC16C4.07	2
SPCC16C4.08c	2
SPCC16C4.09	2
SPCC16C4.22	2
SPCC16C4.10	2
SPCC16C4.11	2
SPCC16C4.12	7
SPCC16C4.13c	2
SPCC16C4.14c	2
SPCC16C4.15	7
SPCC16C4.16c	7
SPCC16C4.17	12
SPCC16C4.18c	2
SPCPJ732.01	2
SPCPJ732.02c	7
SPCPJ732.03	8
SPCC18B5.01c	2
SPCC18B5.02c	13
SPCC18B5.03	2
SPCC18B5.04	7
SPCC18B5.05c	7
SPCC18B5.06	2
SPCC18B5.07c	2
SPCC18B5.08c	7
SPCC18B5.09c	12
SPCC18B5.10c	7
SPCC18B5.11c	2
SPCC14G10.01	7
SPCC14G10.02	7
SPCC14G10.03c	7
SPCC14G10.04	7
SPCC1020.13c	7
SPCC1020.12c	2
SPCC1020.11c	7
SPCC1020.10	2
SPCC1020.09	2
SPCC1020.08	7
SPCC1020.07	7
SPCC1020.06c	2
SPCC1020.05	7
SPCC1020.14	4
SPCC1020.04c	2
SPCC1020.03	7
SPCC1020.02	2
SPCC1020.01c	2
SPCC1393.02c	7
SPCC1393.03	7
SPCC1393.04	2
SPCC1393.05	2
SPCC1393.06c	2
SPCC1393.07c	12
SPCC1393.08	2
SPCC1393.09c	7
SPCC1393.10	2
SPCC1393.14	2
SPCC1393.11	2
SPCC1393.12	12
SPCC1393.13	2
SPCC2H8.02	2
SPCC2H8.04	7
SPCC2H8.05c	12
SPCC63.02c	2
SPCC63.03	7
SPCC63.04	2
SPCC63.05	7
SPCC63.06	10
SPCC63.07	7
SPCC63.08c	2
SPCC63.10c	7
SPCC63.11	7
SPCC63.12c	2
SPCC63.13	10
SPCC63.14	7
SPCC16A11.01	7
SPCC16A11.02	7
SPCC16A11.03c	10
SPCC16A11.04	7
SPCC16A11.05c	2
SPCC16A11.06c	7
SPCC16A11.07	2
SPCC16A11.08	2
SPCC16A11.09c	7
SPCC16A11.10c	2
SPCC16A11.11	7
SPCC16A11.12c	2
SPCC16A11.13	2
SPCC16A11.14	2
SPCC16A11.15c	12
SPCC16A11.16c	2
SPCC16A11.17	2
SPCC24B10.02c	7
SPCC24B10.03	12
SPCC24B10.04	12
SPCC24B10.05	7
SPCC24B10.06	12
SPCC24B10.07	2
SPCC24B10.08c	2
SPCC24B10.09	7
SPCC24B10.10c	7
SPCC24B10.11c	7
SPCC24B10.12	7
SPCC24B10.13	2
SPCC24B10.14c	2
SPCC24B10.15	7
SPCC24B10.16c	2
SPCC24B10.17	7
SPCC24B10.18	10
SPCC24B10.19c	2
SPCC24B10.20	7
SPCC24B10.21	2
SPCC24B10.22	2
SPCPB16A4.02c	2
SPCPB16A4.03c	2
SPCPB16A4.04c	7
SPCPB16A4.05c	2
SPCPB16A4.07	12
SPCPB16A4.06c	12
SPCC1742.01	2
SPCC1795.12c	12
SPCC1795.11	2
SPCC1795.10c	7
SPCC1795.09	2
SPCC1795.08c	2
SPCC1795.07	7
SPCC1795.06	2
SPCC1795.05c	7
SPCC1795.04c	2
SPCC1795.03	2
SPCC1795.02c	7
SPCC1795.01c	2
SPCC895.03c	7
SPCC895.04c	7
SPCC895.05	2
SPCC895.06	7
SPCC895.07	2
SPCC895.08c	12
SPCC895.09c	10
SPCC825.01	7
SPCC825.02	2
SPCC825.03c	2
SPCC825.04c	2
SPCC825.05c	7
SPCC1259.01c	7
SPCC1259.02c	10
SPCC1259.03	2
SPCC1259.04	2
SPCC1259.05c	2
SPCC1259.06	7
SPCC1259.16	12
SPCC1259.07	2
SPCC1259.08	10
SPCC1259.09c	7
SPCC1259.10	2
SPCC1259.11c	7
SPCC1259.12c	7
SPCC1259.15c	2
SPCC1259.13	2
SPCC1259.14c	12
SPCC4B3.18	2
SPCC4B3.20	7
SPCC4B3.17	2
SPCC4B3.16	2
SPCC4B3.15	2
SPCC4B3.14	2
SPCC4B3.13	7
SPCC4B3.12	2
SPCC4B3.11c	7
SPCC4B3.10c	2
SPCC4B3.09c	7
SPCC4B3.08	2
SPCC4B3.07	2
SPCC4B3.06c	10
SPCC4B3.05c	7
SPCC4B3.04c	7
SPCC4B3.03c	10
SPCC4B3.02c	7
SPCC4B3.01	7
SPCP25A2.02c	2
SPCP25A2.03	7
SPCC550.01c	7
SPCC550.02c	2
SPCC550.03c	7
SPCC550.04c	7
SPCC550.05	2
SPCC550.06c	7
SPCC550.07	7
SPCC550.08	10
SPCC550.09	7
SPCC550.10	2
SPCC550.11	7
SPCC550.12	2
SPCC550.13	2
SPCC550.14	7
SPCC550.15c	7
SPCC4E9.01c	2
SPCC4E9.02	2
SPCC645.02	7
SPCC645.03c	2
SPCC645.04	2
SPCC645.05c	2
SPCC645.06c	2
SPCC645.07	2
SPCC645.08c	7
SPCC645.09	7
SPCC645.10	2
SPCC645.11c	10
SPCC645.12c	12
SPCC645.13	7
SPCC645.14c	2
SPCC23B6.01c	2
SPCC23B6.02c	7
SPCC23B6.03c	2
SPCC23B6.04c	7
SPCC23B6.05c	2
SPCC1322.01	2
SPCC1322.02	2
SPCC1322.03	2
SPCC1322.04	2
SPCC1322.05c	2
SPCC1322.06	2
SPCC1322.07c	8
SPCC1322.08	2
SPCC1322.09	10
SPCC1322.10	10
SPCC1322.11	2
SPCC1322.12c	2
SPCC1322.13	2
SPCC1322.14c	7
SPCC1322.15	2
SPCC1322.16	2
SPCC132.01c	7
SPCC132.02	2
SPCC132.03	12
SPCC132.04c	2
SPCC132.05c	13
SPCC338.18	8
SPCC338.17c	2
SPCC338.16	2
SPCC338.15	7
SPCC338.14	2
SPCC338.13	7
SPCC338.12	2
SPCC338.11c	2
SPCC338.10c	2
SPCC338.08	2
SPCC338.07c	2
SPCC338.06c	7
SPCC338.05c	2
SPCC338.04	7
SPCC338.02	8
SPCC338.03c	6
SPCC1281.01	2
SPCC1281.02c	2
SPCC1281.03c	7
SPCC1281.04	7
SPCC1281.05	2
SPCC1281.06c	7
SPCC1281.07c	7
SPCC1281.08	2
SPCC622.21	13
SPCC622.01c	8
SPCC622.02	8
SPCC622.03c	8
SPCC622.04	6
SPCC622.06c	8
SPCC622.07	8
SPCC622.08c	2
SPCC622.09	2
SPCC622.10c	7
SPCC622.11	10
SPCC622.12c	2
SPCC622.13c	2
SPCC622.14	7
SPCC622.15c	12
SPCC622.16c	2
SPCC622.17	2
SPCC622.18	7
SPCC622.19	7
SPCC61.01c	2
SPCC61.02	2
SPCC61.03	7
SPCC61.04c	7
SPCC61.05	12
SPCC11E10.01	7
SPCC11E10.02c	2
SPCC11E10.03	2
SPCC11E10.04	2
SPCC11E10.05c	2
SPCC11E10.06c	2
SPCC11E10.07c	2
SPCC11E10.08	2
SPCC11E10.09c	7
SPCC188.02	2
SPCC188.03	2
SPCC188.04c	2
SPCC188.06c	2
SPCC188.07	2
SPCC188.08c	2
SPCC188.09c	2
SPCC188.10c	13
SPCC188.14	8
SPCC188.11	2
SPCC188.12	2
SPCC188.13c	2
SPCC584.11c	7
SPCC584.12	8
SPCC584.13	7
SPCC584.14	10
SPCC584.15c	2
SPCC584.16c	12
SPCC584.01c	7
SPCC584.02	2
SPCC584.03c	7
SPCC584.04	2
SPCC584.05	7
SPCC1753.01c	2
SPCC1753.02c	2
SPCC1753.03c	2
SPCC1753.04	2
SPCC1753.05	2
SPCC162.12	2
SPCC162.11c	7
SPCC162.10	10
SPCC162.09c	2
SPCC162.08c	2
SPCC162.07	2
SPCC162.06c	7
SPCC162.05	2
SPCC162.04c.1	2
SPCC162.03	10
SPCC162.02c	10
SPCC162.01c	7
SPCC13B11.01	2
SPCC13B11.02c	8
SPCC13B11.03c	7
SPCC13B11.04c	2
SPCC777.02	7
SPCC777.03c	10
SPCC777.04	7
SPCC777.05	2
SPCC777.06c	10
SPCC777.07	7
SPCC777.08c	2
SPCC777.09c	2
SPCC777.10c	2
SPCC777.11	7
SPCC777.12c	7
SPCC777.17c	7
SPCC777.13	2
SPCC777.14	2
SPCC777.15	2
SPCC663.01c	2
SPCC663.02	7
SPCC663.17	7
SPCC663.03	2
SPCC663.04	2
SPCC663.18	7
SPCC663.05c	2
SPCC663.06c	7
SPCC663.07c	13
SPCC663.08c	7
SPCC663.09c	7
SPCC663.10	7
SPCC663.11	2
SPCC663.12	2
SPCC663.13c	7
SPCC663.14c	2
SPCC663.15c	10
SPCC1902.02	10
SPCC1902.01	2
SPCC417.02	2
SPCC417.03	6
SPCC417.05c	10
SPCC417.06c	2
SPCC417.07c	2
SPCC417.08	2
SPCC417.09c	7
SPCC417.10	7
SPCC417.11c	7
SPCC417.12	10
SPCC417.15	6
SPCC417.16	7
SPCC191.01	12
SPCC191.02c	7
SPCC191.03c	8
SPCC191.04c	8
SPCC191.05c	7
SPCC191.06	8
SPCC191.07	2
SPCC191.08	7
SPCC191.09c	2
SPCC191.10	8
SPCC191.11	2
SPCC1450.01c	13
SPCC1450.02	2
SPCC1450.03	7
SPCC1450.04	2
SPCC1450.05c	2
SPCC1450.06c	2
SPCC1450.07c	2
SPCC1450.08c	7
SPCC1450.09c	7
SPCC1450.10c	7
SPCC1450.11c	2
SPCC1450.12	10
SPCC1450.13c	2
SPCC1450.14c	2
SPCC1450.15	7
SPCC1450.16c	2
SPCC1442.01	2
SPCC1442.02	7
SPCC1442.03	7
SPCC1442.04c	7
SPCC1442.05c	7
SPCC1442.06	2
SPCC1442.07c	2
SPCC1442.08c	2
SPCC1442.09	2
SPCC1442.10c	2
SPCC1442.19	7
SPCC1442.11c	8
SPCC1442.12	2
SPCC1442.13c	7
SPCC1442.14c	7
SPCC1442.15c	2
SPCC1442.16c	7
SPCC1442.17c	7
SPCC285.03	7
SPCC285.04	7
SPCC285.05	7
SPCC285.06c	13
SPCC285.07c	2
SPCC285.08	7
SPCC285.09c	2
SPCC285.10c	7
SPCC285.11	2
SPCC285.12	2
SPCC285.13c	2
SPCC285.14	7
SPCC285.15c	2
SPCC285.16c	2
SPCC285.17	2
SPCC1223.01	7
SPCC1223.02	2
SPCC1223.03c	7
SPCC1223.04c	2
SPCC1223.15c	2
SPCC1223.05c	7
SPCC1223.06	2
SPCC1223.07c	7
SPCC1223.08c	2
SPCC1223.09	2
SPCC1223.10c	2
SPCC1223.11	2
SPCC1223.12c	2
SPCC1223.13	2
SPCC1223.14	7
SPCC297.03	2
SPCC297.04c	2
SPCC297.05	7
SPCC297.06c	10
SPCC737.02c	7
SPCC737.03c	2
SPCC737.04	12
SPCC737.05	7
SPCC737.06c	7
SPCC737.07c	7
SPCC737.08	2
SPCC737.09c	2
SPCC74.09	10
SPCC74.01	7
SPCC74.02c	2
SPCC74.03c	2
SPCC74.04	7
SPCC74.05	7
SPCC74.06	2
SPCC18.01c	7
SPCC18.02	7
SPCC18.03	7
SPCC18.04	2
SPCC18.05c	7
